-5
-10
-7
-10
-5
-2
-5
-4
-6
-8
-4
-8
-6
-6
-7
-8
-6
-9
-9
-7
-2
-7
-6
-14
-6
-6
-6
-6
-6
-9
-7
-5
-4
-4
-6
-4
-9
-9
-3
-8
-7
-4
-7
-8
-7
-5
-6
-3
-9
-12
-9
-5
-6
-7
-5
-6
-6
-7
-6
-8
-6
-11
-7
-10
-8
-10
-12
-7
-5
-6
-3
-9
-7
-9
-6
-5
-7
-5
-8
-9
-5
-10
-3
-5
-10
-9
-8
-5
-5
-8
-8
-9
-4
-10
-8
-5
-7
-2
-4
-5
