-9
35,18,35,19,35,20,35,21,35,22,35,23,35,24,35,25,35,26,35,27,35,28,35,29,35,30,35,31,35,32,35,33,35,34,35,35,35,36,35,37,35,38,35,39,35,40,35,41,35,42,35,43,35,44,35,45,35,46,35,47,35,48,35,49,35,50,35,51,35,52,35,53,
-4
35,18,35,19,35,20,36,20,37,20,38,20,39,20,40,20,41,20,42,20,43,20,44,20,45,20,46,20,47,20,47,19,47,18,48,18,48,19,48,20,48,21,48,22,48,23,48,24,49,24,49,23,49,22,49,21,49,20,49,19,49,18,49,17,49,16,49,15,49,14,49,13,
-4
35,18,35,19,35,20,36,20,37,20,37,19,36,19,36,18,36,17,35,17,34,17,33,17,32,17,31,17,30,17,30,18,30,19,29,19,29,18,29,17,29,16,29,15,29,14,29,13,28,13,28,14,28,15,28,16,28,17,28,18,28,19,27,19,26,19,25,19,24,19,23,19,
-5
35,18,35,19,34,19,34,20,33,20,33,21,34,21,34,22,33,22,33,23,33,24,33,25,33,26,33,27,33,28,32,28,31,28,31,27,32,27,32,26,32,25,32,24,32,23,32,22,31,22,30,22,30,21,30,20,31,20,31,21,32,21,32,20,32,19,33,19,33,18,34,18,
-3
35,18,35,19,36,19,36,20,35,20,34,20,34,21,34,22,33,22,33,21,32,21,32,22,32,23,33,23,33,24,34,24,34,23,35,23,36,23,36,22,36,21,37,21,37,20,37,19,37,18,36,18,36,17,36,16,35,16,35,17,34,17,34,18,33,18,33,17,32,17,32,18,
-3
35,18,35,19,36,19,37,19,37,20,37,21,38,21,39,21,39,20,38,20,38,19,39,19,39,18,38,18,37,18,37,17,37,16,37,15,38,15,38,14,38,13,38,12,37,12,37,13,37,14,36,14,35,14,34,14,33,14,33,15,33,16,33,17,33,18,34,18,34,19,34,20,
-3
35,18,35,19,35,20,36,20,37,20,38,20,38,21,37,21,36,21,36,22,37,22,37,23,38,23,38,24,37,24,37,25,36,25,36,26,36,27,35,27,34,27,34,26,33,26,32,26,32,25,31,25,30,25,29,25,29,26,29,27,28,27,27,27,27,26,28,26,28,25,28,24,
-2
35,18,35,19,35,20,36,20,37,20,38,20,38,21,37,21,36,21,36,22,37,22,37,23,38,23,38,24,37,24,37,25,36,25,36,26,36,27,35,27,34,27,34,26,33,26,32,26,32,25,31,25,30,25,30,26,31,26,31,27,31,28,31,29,30,29,30,30,31,30,32,30,
-4
35,18,35,19,34,19,34,20,35,20,36,20,36,19,37,19,38,19,38,18,39,18,39,19,39,20,38,20,37,20,37,21,38,21,38,22,38,23,37,23,37,22,36,22,36,21,35,21,35,22,35,23,34,23,34,22,34,21,33,21,32,21,32,20,32,19,31,19,31,18,32,18,
-4
35,18,35,19,34,19,34,20,35,20,36,20,36,19,37,19,38,19,38,18,39,18,39,19,39,20,38,20,37,20,37,21,38,21,38,22,38,23,37,23,37,22,36,22,36,21,35,21,35,22,35,23,34,23,34,22,34,21,33,21,32,21,32,20,32,19,31,19,31,20,30,20,
-2
35,18,35,19,36,19,37,19,37,18,37,17,36,17,36,16,36,15,35,15,35,14,35,13,35,12,36,12,37,12,37,11,36,11,36,10,35,10,35,9,36,9,36,8,37,8,37,7,36,7,35,7,35,6,36,6,37,6,38,6,38,7,38,8,39,8,39,9,40,9,41,9,
-3
